ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF204K01OP7,204K01OP7,DP,OMF,9,1011.98
INF204KC1279,204KC1279,GR,OMF,9,11.67
INF204KC1287,204KC1287,DP,OMF,9,11.67
INF204KC1295,204KC1295,DR,OMF,9,11.67
INF204KC1303,204KC1303,GR,OMF,9,12.18
INF204KC1311,204KC1311,DP,OMF,9,12.18
INF204KC1329,204KC1329,DR,OMF,9,12.18
INF204KC1CB8,204KC1CB8,GR,OMF,9,11.25
INF204KC1CE2,204KC1CE2,GR,OMF,9,11.3
INF205K01NS0,205K01NS0,DR,OMF,9,35.79
INF209K01KE8,209K01KE8,GR,OMF,9,437.74
INF209K01LT4,209K01LT4,GR,OMF,9,520.74
INF209K01MB0,209K01MB0,DP,OMF,9,100.27
INF209K01MD6,209K01MD6,DP,OMF,9,100.43
INF209K01MH7,209K01MH7,DR,OMF,9,100.8
INF209K01VE5,209K01VE5,DR,OMF,9,67.08
INF209KA1KR4,209KA1KR4,DR,OMF,9,11.26
INF209KA1KU8,209KA1KU8,DR,OMF,9,12.66
INF209KA1LP6,209KA1LP6,DR,OMF,9,100.56
INF209KB15X7,209KB15X7,GR,OMF,9,15.06
INF209KB1OJ2,209KB1OJ2,DR,OMF,9,12.76
INF209KC1092,209KC1092,GR,OMF,9,10.18
INF209KC1118,209KC1118,GR,OMF,9,10.23
INF903J01PO6,22PD,GR,OMF,9,73.16
INF247L01CL8,247L01CL8,GR,OMF,9,12.47
INF247L01CO2,247L01CO2,GR,OMF,9,12.41
INF247L01CS3,247L01CS3,GR,OMF,9,11.53
INF846K01AX8,AXISCMGP,GR,GMF,10,24.36
INF846K01Q62,AXISMDGP,GR,GMF,10,1367.17
INF846K01R46,AXISMMGPG,GR,GMF,10,1356.32
INF846K01N65,AXISONDGG,GR,GMF,5,1312.31
INF846K01O23,AXISONGPG,GR,GMF,5,1308.2
INF209KB18M4,B113B,GR,GMF,10,11.59
INF209KB10N9,B113Y,GR,GMF,10,11.62
INF209KB10O7,B115B,GR,GMF,10,11.82
INF209KB19T7,B121B,GR,GMF,10,11.22
INF251K01DO4,251K01DO4,DP,OMF,9,10.57
INF251K01DP1,251K01DP1,DR,OMF,9,10.57
INF251K01HG1,251K01HG1,DR,OMF,9,31.99
INF251K01SY1,251K01SY1,GR,OMF,9,11.49
INF251K01TH4,251K01TH4,GR,OMF,9,11.05
INF251K01TJ0,251K01TJ0,GR,OMF,9,11.14
INF277K01AJ5,277K01AJ5,GR,OMF,9,62.84
INF277K01QW4,277K01QW4,GR,OMF,9,69.59
INF277KA1AL5,277KA1AL5,GR,OMF,9,10.72
INF277KA1AO9,277KA1AO9,GR,OMF,9,10.76
INF277KA1AR2,277KA1AR2,GR,OMF,9,11.28
INF277KA1AU6,277KA1AU6,GR,OMF,9,11.32
INF277KA1AX0,277KA1AX0,GR,OMF,9,11.03
INF277KA1BA6,277KA1BA6,GR,OMF,9,11.07
INF277KA1BD0,277KA1BD0,GR,OMF,9,12.38
INF277KA1BG3,277KA1BG3,GR,OMF,9,12.42
INF277KA1BJ7,277KA1BJ7,GR,OMF,9,11.42
INF277KA1BL3,277KA1BL3,DR,OMF,9,11.42
INF277KA1BM1,277KA1BM1,GR,OMF,9,11.47
INF277KA1BP4,277KA1BP4,GR,OMF,9,10.96
INF277KA1BS8,277KA1BS8,GR,OMF,9,11
INF209KB1E76,41B,GR,OMF,9,20.07
INF209KB1F18,41X,DP,OMF,9,20.62
INF209KB1E84,41Y,GR,OMF,9,22.14
INF209KB1F26,41Z,DR,OMF,9,20.62
INF084M01AU8,59A,DP,OMF,9,24.93
INF084M01AT0,59B,GR,OMF,9,24.93
INF084M01AV6,59C,DR,OMF,9,24.93
INF251K01GP4,61G,GR,OMF,9,27.45
INF251K01LU4,623DG,GR,OMF,9,18.94
INF251K01OT0,628DG,GR,OMF,9,16.14
INF251K01PF6,628DM,DP,OMF,9,10.82
INF251K01PE9,628DM,DR,OMF,9,10.82
INF251K01ON3,628RG,GR,OMF,9,15.37
INF251K01PD1,628RM,DP,OMF,9,10.38
INF251K01PC3,628RM,DR,OMF,9,10.38
INF251K01OZ7,629DG,GR,OMF,9,31.68
INF251K01OY0,629RD,DP,OMF,9,18.22
INF251K01OX2,629RD,DR,OMF,9,18.22
INF251K01OW4,629RG,GR,OMF,9,28.05
INF251K01PN0,630DG,GR,OMF,9,25.69
INF251K01PL4,630RD,DP,OMF,9,18.17
INF251K01PM2,630RD,DR,OMF,9,18.17
INF251K01PK6,630RG,GR,OMF,9,23
INF251K01PV3,631DD,DP,OMF,9,27.79
INF251K01PU5,631DD,DR,OMF,9,27.79
INF251K01PT7,631DG,GR,OMF,9,36.43
INF251K01PS9,631RD,DP,OMF,9,24.58
INF251K01PR1,631RD,DR,OMF,9,24.58
INF251K01PQ3,631RG,GR,OMF,9,33.25
INF251K01GW0,63G,GR,OMF,9,48.29
INF209KB11U2,B121Y,GR,GMF,10,11.27
INF209KB17Y1,B126B,GR,GMF,10,10.82
INF209KB19Y7,B126Y,GR,GMF,10,10.84
INF209K01RT1,B150G,GR,GMF,10,667.61
INF209K01UT5,B151DZ,DR,GMF,10,100.06
INF209K01RV7,B151IG,GR,GMF,10,350.79
INF209K01SY9,B151RD,DR,GMF,10,100.18
INF251K01GJ7,65G,GR,OMF,9,41.53
INF663L01W63,663L01W63,GR,OMF,9,11.27
INF663L01W97,663L01W97,GR,OMF,9,11
INF663L01Y46,663L01Y46,GR,OMF,9,11.86
INF663L01Y61,663L01Y61,GR,OMF,9,11.96
INF666M01HP7,666M01HP7,GR,OMF,9,11.03
INF666M01HS1,666M01HS1,GR,OMF,9,11.18
INF666M01HV5,666M01HV5,GR,OMF,9,12.11
INF666M01HY9,666M01HY9,GR,OMF,9,12.14
INF666M01IB5,666M01IB5,GR,OMF,9,11.53
INF666M01IE9,666M01IE9,GR,OMF,9,11.56
INF251K01HR8,66G,GR,OMF,9,52.09
INF251K01HS6,66MD,DP,OMF,9,13.62
INF251K01HT4,66MD,DR,OMF,9,13.62
INF251K01HH9,69D,DP,OMF,9,31.99
INF251K01HF3,69G,GR,OMF,9,107.86
INF251K01HL1,70D,DP,OMF,9,31.56
INF251K01HM9,70D,DR,OMF,9,31.56
INF251K01HN7,70G,GR,OMF,9,259.28
INF251K01HO5,71D,DP,OMF,9,81.67
INF251K01HP2,71D,DR,OMF,9,81.67
INF251K01HQ0,71G,GR,OMF,9,123.32
INF903J01NI3,71PD,DP,OMF,9,41.51
INF903J01NJ1,71PD,DR,OMF,9,41.51
INF903J01NK9,72PD,GR,OMF,9,295.21
INF209K01UV1,B151WZ,DP,GMF,10,100.19
INF209K01UZ2,B153DZ,DP,GMF,10,100.2
INF209K01RU9,B153G,GR,GMF,10,400.89
INF209K01VA3,B153GZ,GR,GMF,10,405.35
INF209K01VC9,B153WZ,DP,GMF,10,100.33
INF209K01VD7,B153Z,DP,GMF,10,189.35
INF209K01XP7,B402AZ,GR,GMF,10,83.35
INF209KA1LC4,B403DZ,DP,GMF,10,12.09
INF209K01ME4,B501G,GR,GMF,10,650.56
INF209K01MJ3,B511G,GR,GMF,10,432.36
INF740K01OM7,740K01OM7,DR,OMF,9,95.87
INF740KA1NT0,740KA1NT0,DR,OMF,9,1005.4
INF740KA1NU8,740KA1NU8,DP,OMF,9,1005.05
INF740KA1NV6,740KA1NV6,DR,OMF,9,1005.05
INF740KA1NW4,740KA1NW4,DR,OMF,9,1005.49
INF740KA1OA8,740KA1OA8,DR,OMF,9,10.25
INF761K01EU7,BAFOVDG,GR,GMF,5,1258.1
INF761K01EZ6,BAFOVRG,GR,GMF,5,1254.86
INF0QA701011,BFMFLFDGG,GR,GMF,10,1096.12
INF0QA701094,BFMFLFRGG,GR,GMF,10,1093.72
INF0QA701334,BFMFMMDGG,GR,GMF,10,1098.73
INF0QA701441,BFMFMMRGG,GR,GMF,10,1091.28
INF0QA701177,BFMFONDGG,GR,GMF,5,1087.82
INF0QA701250,BFMFONRGG,GR,GMF,5,1087.12
INF761K01CO4,BOILFRDR,DR,GMF,10,1002.11
INF761K01306,BOILFRGG,GR,GMF,10,2863.95
INF955L01450,BPGFG,GR,GMF,10,40.31
INF955L01484,BPLFG,GR,GMF,10,2862.06
INF740KA1PF4,740KA1PF4,DP,OMF,9,10.19
INF740KA1TN0,740KA1TN0,GR,OMF,9,11.93
INF740KA1TO8,740KA1TO8,DP,OMF,9,11.93
INF740KA1TP5,740KA1TP5,DR,OMF,9,11.93
INF740KA1UG2,740KA1UG2,GR,OMF,9,10.62
INF740KA1UJ6,740KA1UJ6,GR,OMF,9,10.62
INF740KA1UN8,740KA1UN8,GR,OMF,9,10.46
INF740KA1UO6,740KA1UO6,GR,OMF,9,10.48
INF754K01PV6,754K01PV6,GR,OMF,9,11.72
INF754K01QA8,754K01QA8,DP,OMF,9,19.3
INF754K01QB6,754K01QB6,DR,OMF,9,19.3
INF754K01QD2,754K01QD2,GR,OMF,9,19.57
INF754K01QL5,754K01QL5,GR,OMF,9,17.07
INF754K01QT8,754K01QT8,GR,OMF,9,18.93
INF754K01SG1,754K01SG1,GR,OMF,9,12.09
INF754K01SH9,754K01SH9,DP,OMF,9,12.09
INF754K01SI7,754K01SI7,DR,OMF,9,12.09
INF754K01SK3,754K01SK3,GR,OMF,9,12.22
INF754K01SO5,754K01SO5,GR,OMF,9,11
INF754K01SS6,754K01SS6,GR,OMF,9,11.04
INF760K01EK0,760K01EK0,DR,OMF,9,84.53
INF761K01041,761K01041,GR,OMF,9,98.25
INF761K01157,761K01157,GR,OMF,9,184.34
INF761K01173,761K01173,DR,OMF,9,32.89
INF761K01868,761K01868,DR,OMF,9,78.72
INF767K01964,767K01964,DR,OMF,9,36.31
INF767K01972,767K01972,DR,OMF,9,36.31
INF767K01980,767K01980,DR,OMF,9,36.31
INF767K01998,767K01998,DR,OMF,9,36.31
INF767K01AA4,767K01AA4,DR,OMF,9,36.31
INF767K01AB2,767K01AB2,DR,OMF,9,36.31
INF767K01AC0,767K01AC0,DR,OMF,9,36.31
INF767K01AD8,767K01AD8,DR,OMF,9,36.31
INF767K01AE6,767K01AE6,DR,OMF,9,36.31
INF767K01AF3,767K01AF3,DR,OMF,9,36.31
INF767K01AG1,767K01AG1,DR,OMF,9,36.31
INF767K01AH9,767K01AH9,DR,OMF,9,36.31
INF767K01AI7,767K01AI7,DR,OMF,9,36.31
INF767K01AJ5,767K01AJ5,DR,OMF,9,36.31
INF767K01DP6,767K01DP6,DR,OMF,9,40.05
INF767K01DT8,767K01DT8,DR,OMF,9,40.05
INF767K01DW2,767K01DW2,DR,OMF,9,40.05
INF767K01DZ5,767K01DZ5,DR,OMF,9,40.05
INF767K01EB4,767K01EB4,DR,OMF,9,40.05
INF767K01EN9,767K01EN9,DR,OMF,9,38.81
INF767K01OW9,767K01OW9,DR,OMF,9,36.31
INF767K01PA2,767K01PA2,DR,OMF,9,36.31
INF769K01EF1,769K01EF1,DR,OMF,9,30.63
INF769K01GK6,769K01GK6,GR,OMF,9,1252.72
INF769K01KX1,769K01KX1,DP,OMF,9,11.38
INF769K01KY9,769K01KY9,DR,OMF,9,11.38
INF769K01KZ6,769K01KZ6,GR,OMF,9,11.51
INF769K01LD1,769K01LD1,GR,OMF,9,11.78
INF769K01LG4,769K01LG4,GR,OMF,9,11.82
INF769K01LH2,769K01LH2,DP,OMF,9,11.82
INF769K01LI0,769K01LI0,DR,OMF,9,11.82
INF769K01LK6,769K01LK6,GR,OMF,9,10.97
INF769K01LN0,769K01LN0,GR,OMF,9,11
INF789F015Z6,789F015Z6,GR,OMF,9,21.07
INF789F01SF9,789F01SF9,DP,OMF,9,141.09
INF789F01SG7,789F01SG7,DR,OMF,9,141.09
INF789F01SH5,789F01SH5,GR,OMF,9,305.05
INF789F01SI3,789F01SI3,DP,OMF,9,50.47
INF789F01SJ1,789F01SJ1,DR,OMF,9,50.47
INF789F01SK9,789F01SK9,GR,OMF,9,430.17
INF789F01SL7,789F01SL7,DP,OMF,9,77.26
INF789F01SM5,789F01SM5,DR,OMF,9,77.26
INF789F01SN3,789F01SN3,GR,OMF,9,197.41
INF789F01SQ6,789F01SQ6,GR,OMF,9,75.66
INF789F01SU8,789F01SU8,DP,OMF,9,42.39
INF789F01SV6,789F01SV6,DR,OMF,9,42.39
INF789F01SW4,789F01SW4,GR,OMF,9,197.61
INF789F01TA8,789F01TA8,DP,OMF,9,231.88
INF789F01TB6,789F01TB6,DR,OMF,9,231.88
INF789F01TD2,789F01TD2,DP,OMF,9,55.48
INF789F01TE0,789F01TE0,DR,OMF,9,55.48
INF789F01TI1,789F01TI1,GR,OMF,9,4312.34
INF789F01TM3,789F01TM3,DP,OMF,9,248.52
INF789F01TN1,789F01TN1,DR,OMF,9,248.52
INF789F01TO9,789F01TO9,GR,OMF,9,321.53
INF789F01TS0,789F01TS0,DP,OMF,9,80.92
INF789F01TT8,789F01TT8,DR,OMF,9,80.92
INF789F01TU6,789F01TU6,GR,OMF,9,154.64
INF789F01TY8,789F01TY8,DP,OMF,9,172.26
INF789F01TZ5,789F01TZ5,DR,OMF,9,172.26
INF789F01UB4,789F01UB4,DP,OMF,9,238.34
INF789F01UC2,789F01UC2,DR,OMF,9,238.34
INF789F01UD0,789F01UD0,GR,OMF,9,459.46
INF789F01UE8,789F01UE8,DP,OMF,9,94.51
INF789F01UF5,789F01UF5,DR,OMF,9,94.51
INF789F01UG3,789F01UG3,GR,OMF,9,192.33
INF789F01UH1,789F01UH1,DP,OMF,9,49.59
INF789F01UI9,789F01UI9,DR,OMF,9,49.59
INF789F01UJ7,789F01UJ7,GR,OMF,9,72.15
INF789F01UK5,789F01UK5,DP,OMF,9,19.7
INF789F01UL3,789F01UL3,DR,OMF,9,19.7
INF789F01UR0,789F01UR0,DR,OMF,9,66.52
INF789F01UZ3,789F01UZ3,DP,OMF,9,61.07
INF955L01ID0,BPMFBMD2,GR,GMF,10,1325.34
INF955L01HY8,BPMFBMGP,GR,GMF,10,1308.18
INF955L01AD7,BPMFGFD2,GR,GMF,10,44.13
INF955L01AK2,BPMFLFD1,DP,GMF,10,1002.08
INF955L01AL0,BPMFLFD2,GR,GMF,10,2895.52
INF789F01VA4,789F01VA4,DR,OMF,9,61.07
INF789F01VC0,789F01VC0,DP,OMF,9,33.14
INF789F01VD8,789F01VD8,DR,OMF,9,33.14
INF789F01VE6,789F01VE6,GR,OMF,9,80.08
INF789F01VF3,789F01VF3,GR,OMF,9,65.78
INF789F01XB8,789F01XB8,DP,OMF,9,24.48
INF789F01XC6,789F01XC6,DR,OMF,9,24.48
INF789F01XD4,789F01XD4,GR,OMF,9,31.81
INF789F01XE2,789F01XE2,DR,OMF,9,1303.17
INF789F01XI3,789F01XI3,GR,OMF,9,3413.27
INF789F01XY0,789F01XY0,GR,OMF,9,31.87
INF789F01YB6,789F01YB6,GR,OMF,9,18.22
INF789F1ACX5,789F1ACX5,GR,OMF,9,1483.53
INF789FA1P84,789FA1P84,DP,OMF,9,1137.86
INF789FA1P92,789FA1P92,DR,OMF,9,1137.86
INF789FA1R66,789FA1R66,DP,OMF,9,18.02
INF789FA1R74,789FA1R74,DR,OMF,9,18.02
INF789FB1KE6,789FB1KE6,GR,OMF,9,18.5
INF789FB1RE1,789FB1RE1,DP,OMF,9,20.71
INF789FB1RF8,789FB1RF8,DR,OMF,9,20.71
INF789FB1RG6,789FB1RG6,GR,OMF,9,35.41
INF789FC1GD5,789FC1GD5,DP,OMF,9,15.54
INF903J01F92,82PD,GR,OMF,9,104.28
INF846K012V6,846K012V6,GR,OMF,9,11.17
INF846K012W4,846K012W4,GR,OMF,9,10.46
INF846K013T8,846K013T8,GR,OMF,9,10.42
INF846K014V2,846K014V2,GR,OMF,9,11.13
INF846K015O4,846K015O4,GR,OMF,9,11.39
INF846K015W7,846K015W7,GR,OMF,9,10.49
INF846K017T9,846K017T9,GR,OMF,9,10.43
INF846K018T7,846K018T7,DP,OMF,9,10.42
INF846K019T5,846K019T5,DR,OMF,9,10.42
INF846K01WJ1,846K01WJ1,GR,OMF,9,25.83
INF846K01WK9,846K01WK9,DP,OMF,9,25.84
INF846K01WL7,846K01WL7,DR,OMF,9,25.82
INF846K01WM5,846K01WM5,GR,OMF,9,25.82
INF846K01WN3,846K01WN3,DP,OMF,9,25.82
INF846K01WO1,846K01WO1,GR,OMF,9,29.13
INF846K01WR4,846K01WR4,GR,OMF,9,29.66
INF903J01RI4,903J01RI4,DP,OMF,9,20.63
INF903JA1LE2,903JA1LE2,GR,OMF,9,15.14
INF903JA1LN3,903JA1LN3,GR,OMF,9,10.85
INF903JA1LQ6,903JA1LQ6,GR,OMF,9,10.91
INF903J01NF9,91PD,DP,OMF,9,34.04
INF903J01NG7,91PD,DR,OMF,9,34.04
INF903J01NH5,92PD,GR,OMF,9,110.25
INF903J01OB6,94DG,GR,OMF,9,33.77
INF959L01HL7,959L01HL7,GR,OMF,9,12.24
INF959L01HM5,959L01HM5,GR,OMF,9,12.29
INF966L01127,966L01127,DR,OMF,9,58.42
INF903J01NB8,98PD,GR,OMF,9,109.66
INF192K01502,AADP,DR,OMF,9,14.49
INF846K01172,AEFDP,DP,OMF,9,19.95
INF846K01180,AEFDR,DR,OMF,9,19.95
INF846K01164,AEFGR,GR,OMF,9,59.95
INF761K01ED3,AFDG,GR,OMF,9,13.73
INF761K01EE1,AFDM,DP,OMF,9,12.38
INF761K01EF8,AFDMRBAF,DR,OMF,9,12.38
INF767K01PP0,AFG1G,GR,OMF,9,13.74
INF767K01PL9,AFGPG,GR,OMF,9,13.2
INF761K01DW5,AFRG,GR,OMF,9,13.2
INF846K01693,AISGR,GR,OMF,9,28.85
INF846K01701,AISQDP,DP,OMF,9,11.15
INF846K01719,AISQDR,DR,OMF,9,11.15
INF204KB16Y4,ALAGRMF,GR,OMF,9,20.95
INF0K1H01081,AMDG,GR,OMF,9,14.85
INF0K1H01073,AMRG,GR,OMF,9,14.58
INF754K01BP8,ARDD,DP,OMF,9,29.24
INF754K01BQ6,ARDD,DR,OMF,9,29.24
INF754K01BS2,ARDG,GR,OMF,9,56.95
INF846K01644,ASTFIGR,GR,OMF,9,29.13
INF846K01651,ASTFIMDP,DP,OMF,9,10.29
INF846K01669,ASTFIMDR,DR,OMF,9,10.29
INF846K01677,ASTFIRDP,DP,OMF,9,10.4
INF846K01685,ASTFIRDR,DR,OMF,9,10.4
INF846K01594,ASTFRGR,GR,OMF,9,28.79
INF846K01545,ATAFIDDR,DR,OMF,9,1013.25
INF846K01537,ATAFIGR,GR,OMF,9,2931.58
INF846K01578,ATAFIMDP,DP,OMF,9,1014.97
INF846K01586,ATAFIMDR,DR,OMF,9,1014.97
INF846K01552,ATAFIWDP,DP,OMF,9,1011.97
INF846K01560,ATAFIWDR,DR,OMF,9,1011.97
INF846K01479,ATAFRGR,GR,OMF,9,2748.49
INF846K01149,ATAXDP,DP,OMF,9,28.13
INF846K01156,ATAXDR,DR,OMF,9,28.13
INF846K01131,ATAXGR,GR,OMF,9,96.63
INF754K01EB2,ATDD,DP,OMF,9,14.11
INF754K01EC0,ATDD,DR,OMF,9,14.11
INF754K01EA4,ATDG,GR,OMF,9,19.74
INF754K01EG1,ATDPD,DP,OMF,9,13.56
INF754K01EH9,ATDPR,DR,OMF,9,13.56
INF754K01EF3,ATGPG,GR,OMF,9,18.48
INF846K01776,ATRIPDP,DP,OMF,9,20.19
INF846K01784,ATRIPDR,DR,OMF,9,20.19
INF846K01768,ATRIPGR,GR,OMF,9,39.15
INF846K01J53,AXFOGD1,DP,OMF,9,28.41
INF846K01J61,AXFOGD1,DR,OMF,9,28.41
INF846K017C5,AXISABDGG,GR,OMF,9,11.66
INF846K010D8,AXISABGPG,GR,OMF,9,11.61
INF846K01CO3,AXISAFD1,DP,OMF,9,38.17
INF846K01CP0,AXISAFD1,DR,OMF,9,38.17
INF846K01CQ8,AXISAFDG,GR,OMF,9,63.08
INF846K01CI5,AXISAFDP,DP,OMF,9,21.58
INF846K01CJ3,AXISAFDP,DR,OMF,9,21.58
INF846K01CH7,AXISAFGP,GR,OMF,9,55.04
INF846K01U09,AXISASDGG,GR,OMF,9,13.87
INF846K01V16,AXISASGPG,GR,OMF,9,13.67
INF846K016N4,AXISBCDGG,GR,OMF,9,17.03
INF846K010O5,AXISBCDPD,DP,OMF,9,16.64
INF846K011O3,AXISBCDPR,DR,OMF,9,16.64
INF846K019N8,AXISBCGPG,GR,OMF,9,16.64
INF846K01CC8,AXISBDDDR,DR,OMF,9,1039.13
INF846K01CR6,AXISBDDG,GR,OMF,9,2563.36
INF846K01CT2,AXISBDDM,DP,OMF,9,1037.71
INF955L01HV4,BPMFOFD2,GR,GMF,5,1302.72
INF955L01HS0,BPMFOFIG,GR,GMF,5,1298.24
INF209K01AC3,BSL402AG,DP,GMF,10,77.93
INF209K01AD1,BSL402IG,DR,GMF,10,77.93
INF209K01AF6,BSL403QD,DP,GMF,10,11.4
INF209K01DP9,BSL403QD,DR,GMF,10,11.4
INF846K01CS4,AXISBDDM,DR,OMF,9,1037.71
INF846K01CF1,AXISBDDPD,DP,OMF,9,1037.53
INF846K01CG9,AXISBDDPR,DR,OMF,9,1037.53
INF846K01CB0,AXISBDGP,GR,OMF,9,2490.72
INF846K01CD6,AXISBDWDD,DP,OMF,9,1038.6
INF846K01CE4,AXISBDWDR,DR,OMF,9,1038.6
INF846K01K19,AXISCDPD,DP,OMF,9,51.47
INF846K012O1,AXISCLDGG,GR,OMF,9,11.43
INF846K01ZM8,AXISCODGG,GR,OMF,9,16.97
INF846K01ZU1,AXISCOGPG,GR,OMF,9,16.1
INF846K01A03,AXISCORDD,DP,OMF,9,12.43
INF846K01A11,AXISCORDR,DR,OMF,9,12.43
INF846K017G6,AXISCRDGG,GR,OMF,9,11.66
INF846K010H9,AXISCRGPG,GR,OMF,9,11.62
INF846K015F2,AXISCSDGG,GR,OMF,9,11.58
INF846K018F6,AXISCSGPG,GR,OMF,9,11.54
INF846K010N7,AXISCTDGG,GR,OMF,9,11.43
INF846K013N1,AXISCTGPG,GR,OMF,9,11.39
INF846K019V1,AXISCUDGG,GR,OMF,9,10.65
INF846K016V7,AXISCUGPG,GR,OMF,9,10.64
INF846K01DI3,AXISDBDG,GR,OMF,9,30.74
INF846K01917,AXISDBGP,GR,OMF,9,28.05
INF846K01925,AXISDBQD,DP,OMF,9,10.94
INF846K01933,AXISDBQDR,DR,OMF,9,10.94
INF846K01A37,AXISDED1D,DP,OMF,9,15.29
INF846K01A45,AXISDED1R,DR,OMF,9,15.29
INF846K01A29,AXISDEDGG,GR,OMF,9,22.6
INF846K01A60,AXISDEDPD,DP,OMF,9,14.29
INF846K01A78,AXISDEDPR,DR,OMF,9,14.29
INF846K01A52,AXISDEGPG,GR,OMF,9,20.47
INF846K01QA2,AXISEAD1D,DP,OMF,9,11.99
INF846K01QB0,AXISEAD1R,DR,OMF,9,11.99
INF846K01PZ1,AXISEADG,GR,OMF,9,19.28
INF846K01QD6,AXISEADPD,DP,OMF,9,11.05
INF846K01QE4,AXISEADPR,DR,OMF,9,11.05
INF846K01QC8,AXISEAGPG,GR,OMF,9,17.84
INF846K01W23,AXISEEDGG,GR,OMF,9,24.01
INF846K01W64,AXISEEDPD,DP,OMF,9,17.56
INF846K01W72,AXISEEDPR,DR,OMF,9,17.56
INF846K01W56,AXISEEGPG,GR,OMF,9,22.53
INF846K01DN3,AXISEFD1,DP,OMF,9,28.2
INF846K01DO1,AXISEFD1,DR,OMF,9,28.2
INF846K01DP8,AXISEFDG,GR,OMF,9,68.51
INF846K01E25,AXISEHDGG,GR,OMF,9,22.22
INF846K01E33,AXISEHDMD,DP,OMF,9,17.37
INF846K01E41,AXISEHDMR,DR,OMF,9,17.37
INF846K01F08,AXISEHDPD,DP,OMF,9,14.34
INF846K01F16,AXISEHDPR,DR,OMF,9,14.34
INF846K01E90,AXISEHGPG,GR,OMF,9,20.43
INF846K01F24,AXISEHQDD,DP,OMF,9,14.73
INF846K01F32,AXISEHQDR,DR,OMF,9,14.73
INF846K01E74,AXISEHRDD,DP,OMF,9,14.63
INF846K01E82,AXISEHRDR,DR,OMF,9,14.63
INF846K01VJ3,AXISESDGG,GR,OMF,9,24.31
INF846K01VK1,AXISESDMD,DP,OMF,9,14.27
INF846K01VL9,AXISESDMR,DR,OMF,9,14.27
INF846K01VP0,AXISESDPD,DP,OMF,9,12.39
INF846K01VQ8,AXISESDPR,DR,OMF,9,12.39
INF846K01VO3,AXISESGPG,GR,OMF,9,21.68
INF846K01VR6,AXISESQDD,DP,OMF,9,12.78
INF846K01VS4,AXISESQDR,DR,OMF,9,12.78
INF846K011G9,AXISETDGG,GR,OMF,9,16.27
INF846K014G3,AXISETGPG,GR,OMF,9,16.2
INF277KA1588,CIGIF26B,GR,GMF,10,11.57
INF277KA1554,CIGIF26D,GR,GMF,10,11.63
INF789F01XP8,CPD1R,DR,GMF,10,1063.24
INF789F01XQ6,CPD2G,GR,GMF,10,4115.92
INF846K01Z20,AXISGIDGG,GR,OMF,9,13.47
INF846K01Z61,AXISGIDPD,DP,OMF,9,12.97
INF846K01Z79,AXISGIDPR,DR,OMF,9,12.97
INF846K01Z53,AXISGIGPG,GR,OMF,9,12.97
INF846K01DQ6,AXISGOD1,DP,OMF,9,24.71
INF846K01DR4,AXISGOD1,DR,OMF,9,24.71
INF846K01DS2,AXISGODG,GR,OMF,9,24.69
INF846K01AM1,AXISGODP,DP,OMF,9,22.79
INF846K01AN9,AXISGODPR,DR,OMF,9,22.79
INF846K01AL3,AXISGOGP,GR,OMF,9,22.76
INF846K01DT0,AXISIFDG,GR,OMF,9,28.85
INF846K01DW4,AXISIFDQ,DP,OMF,9,10.36
INF846K01DX2,AXISIFDQ,DR,OMF,9,10.36
INF846K01BP2,AXISIFGPGP,GR,OMF,9,26.36
INF846K01BQ0,AXISIFQDDP,DP,OMF,9,10.19
INF846K01BS6,AXISIFQDRP,DR,OMF,9,10.19
INF789F01PG3,CPIDR,DR,GMF,10,1080.73
INF789F01PH1,CPIGG,GR,GMF,10,4081.35
INF789F01PI9,CPIMD,DP,GMF,10,1054.14
INF789F01PJ7,CPIMR,DR,GMF,10,1054.14
INF789F01PK5,CPIWR,DR,GMF,10,1053.13
INF760K01FC4,CRGLDG,GR,GMF,10,77.67
INF760K01AB7,CRGLDPD,DP,GMF,10,15.41
INF760K01AC5,CRGLDPR,DR,GMF,10,15.41
INF760K01AE1,CRGLGPG,GR,GMF,10,72.48
INF760K01FS0,CRLIDD,DR,GMF,10,1005.5
INF760K01FU6,CRLIDG,GR,GMF,10,3009.12
INF760K01CU3,CRLISDR,DR,GMF,10,1005.5
INF760K01CW9,CRLISGG,GR,GMF,10,2994.03
INF760K01CX7,CRLISMD,DP,GMF,10,1004.47
INF846K017S1,AXISIMD1D,DP,OMF,9,14.6
INF846K018S9,AXISIMD1R,DR,OMF,9,14.6
INF846K016S3,AXISIMDGG,GR,OMF,9,14.6
INF846K014S8,AXISIMDPD,DP,OMF,9,14.42
INF846K015S5,AXISIMDPR,DR,OMF,9,14.42
INF846K013S0,AXISIMGPG,GR,OMF,9,14.42
INF846K01PJ5,AXISIODG,GR,OMF,9,22.47
INF846K01PR8,AXISIODPD,DP,OMF,9,10.16
INF846K01PS6,AXISIODPR,DR,OMF,9,10.16
INF846K01PO5,AXISIOGP,GR,OMF,9,20.2
INF846K01EA8,AXISISDG,GR,OMF,9,33.43
INF846K014L3,AXISLFDGG,GR,OMF,9,1197.42
INF846K015L0,AXISLFGPG,GR,OMF,9,1187.48
INF846K01EF7,AXISMCD1,DP,OMF,9,60.7
INF846K01EG5,AXISMCD1,DR,OMF,9,60.7
