ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF204KB18Z7,NPAGRMF,GR,OMF,9,25.04
INF204KB16W8,NSADD,DP,OMF,9,36.3
INF204KB17W6,NSADR,DR,OMF,9,36.3
INF204KB15W0,NSAGG,GR,OMF,9,36.3
INF251K01RL0,NSDGG,GR,OMF,9,11.41
INF204KB13W5,NSDP,DP,OMF,9,35.3
INF204KB14W3,NSDR,DR,OMF,9,35.3
INF204KB12W7,NSRG,GR,OMF,9,35.3
INF204K01ZR9,RELLIQDPMD,DR,GMF,10,1022.64
INF251K01RI6,NSRGG,GR,OMF,9,11.35
INF204KB13Z8,NVADRMF,DP,OMF,9,20.46
INF204KB14Z6,NVADRMF,DR,OMF,9,20.46
INF204KB12Z0,NVAGRMF,GR,OMF,9,20.46
INF789FC12T1,NYG1G,GR,OMF,9,27.15
INF789FC11T3,NYGPG,GR,OMF,9,26.28
INF336L01HC7,OAPDG,GR,OMF,9,22.59
INF336L01QM7,OCXD,DR,OMF,9,11.72
INF336L01QL9,OCXDP,DP,OMF,9,11.72
INF204K01UM1,RELLIQTIDR,DR,GMF,10,1528.74
INF204K01UO7,RELLIQTIMP,DP,GMF,10,1590.77
INF204K01UP4,RELLIQTIMR,DR,GMF,10,1590.77
INF204K01UQ2,RELLIQTIQP,DP,GMF,10,1008.13
INF336L01QK1,OCXG,GR,OMF,9,11.72
INF336L01032,OEFD,DR,OMF,9,51.62
INF336L01024,OEFDP,DP,OMF,9,51.62
INF204K01UR0,RELLIQTIQR,DR,GMF,10,1008.13
INF204K01US8,RELLIQTIWR,DR,GMF,10,1531.9
INF336L01016,OEFG,GR,OMF,9,486.03
INF336L01420,OEMFD,DR,OMF,9,16
INF336L01438,OEMFDP,DP,OMF,9,16
INF336L01446,OEMFG,GR,OMF,9,19.49
INF336L01AD0,OEOID,DR,OMF,9,50.11
INF336L01AE8,OEOIDP,DP,OMF,9,50.11
INF336L01AF5,OEOIG,GR,OMF,9,222.37
INF336L01PG1,OFED,DR,OMF,10.46,19.86
INF336L01PF3,OFEDP,DP,OMF,10.46,19.86
INF336L01PE6,OFEG,GR,OMF,9,25.74
INF336L01QA2,OGCD,DR,OMF,9,10.51
INF336L01PZ1,OGCDP,DP,OMF,9,10.51
INF336L01PY4,OGCG,GR,OMF,9,10.51
INF336L01HF0,OHAPDG,GR,OMF,9,24.31
INF204K01UL3,RELLIQTPGP,GR,GMF,10,5400.32
INF204K01UN9,RELLIQTPIG,GR,GMF,10,6072.7
INF336L01QH7,OHCXG,GR,OMF,9,11.78
INF336L01CL9,OHEFD,DR,OMF,9,48.62
INF336L01CK1,OHEFDP,DP,OMF,9,48.62
INF204K01UY6,RELLQDTDDR,DR,GMF,10,1004.83
INF204K01VB2,RELLQDTMDP,DP,GMF,10,1022.42
INF204K01VC0,RELLQDTMDR,DR,GMF,10,1022.42
INF204K01VA4,RELLQDTYGP,GR,GMF,10,3934.42
INF204K01ZH0,RELLTPDPGP,GR,GMF,10,6145.1
INF336L01CM7,OHEFG,GR,OMF,9,536.04
INF336L01CJ3,OHEMFG,GR,OMF,9,21.21
INF204K01ZI8,RELLTPDPMD,DP,GMF,10,1594.2
INF204K01ZJ6,RELLTPDPMD,DR,GMF,10,1594.2
INF204K01ZK4,RELLTPDPQD,DP,GMF,10,1009.65
INF336L01DF9,OHEODP,DP,OMF,9,53.75
INF336L01DG7,OHEOID,DR,OMF,9,53.75
INF336L01DH5,OHEOIG,GR,OMF,9,246.6
INF336L01PD8,OHFED,DR,OMF,9,24.29
INF336L01PC0,OHFEDP,DP,OMF,9,24.29
INF336L01PB2,OHFEG,GR,OMF,9,27.38
INF336L01PV0,OHGCG,GR,OMF,9,10.8
INF336L01DE2,OHIIG,GR,OMF,9,44.44
INF336L01NX1,OHLED,DR,OMF,9,25.35
INF336L01NW3,OHLEDP,DP,OMF,9,25.35
INF336L01NV5,OHLEG,GR,OMF,9,30.36
INF336L01DW4,OHMPSG,GR,OMF,9,66.15
INF336L01ID3,OHMSGG,GR,OMF,9,42.65
INF336L01IJ0,OHMSMG,GR,OMF,9,37.25
INF336L01OR1,OHSDOG,GR,OMF,9,1302.36
INF336L01OU5,OHSOMD,DR,OMF,9,1016.5
INF336L01OV3,OHSOMP,DP,OMF,9,1016.5
INF336L01EE0,OHTSEG,GR,OMF,9,104.42
INF336L01792,OIID,DR,OMF,9,10.78
INF336L01784,OIIDP,DP,OMF,9,10.78
INF336L01776,OIIG,GR,OMF,9,40.14
INF336L01NZ6,OLMED,DP,OMF,9,23.31
INF336L01OA7,OLMEDP,DR,OMF,9,23.31
INF336L01NY9,OLMEG,GR,OMF,9,28
INF336L01099,OMIPSG,GR,OMF,9,59.49
INF336L01115,OMIPSM,DR,OMF,9,13.79
INF336L01131,OMIPSQ,DR,OMF,9,18.11
INF336L01107,OMISMP,DP,OMF,9,13.79
INF336L01123,OMISQP,DP,OMF,9,18.11
INF336L01IL6,OMSCD,DR,OMF,9,17.69
INF336L01IK8,OMSCDP,DP,OMF,9,17.69
INF336L01IM4,OMSCG,GR,OMF,9,20.76
INF204K01ZL2,RELLTPDPQD,DR,GMF,10,1009.65
INF205K01SD1,RGFCOG,GR,GMF,10,2893.28
INF205K01ME2,RGFLFD4DR,DR,GMF,10,1000.96
INF336L01IA9,OMSGG,GR,OMF,9,40.88
INF336L01IF8,OMSMD,DR,OMF,9,30.41
INF336L01IE1,OMSMDP,DP,OMF,9,30.41
INF336L01IG6,OMSMG,GR,OMF,9,35.33
INF336L01OX9,OSDODD,DR,OMF,9,1031.73
INF336L01OW1,OSDOG,GR,OMF,9,1286.49
INF336L01OZ4,OSDOMD,DR,OMF,9,1032.02
INF336L01PA4,OSDOMP,DP,OMF,9,1032.02
INF336L01OY7,OSDOWD,DR,OMF,9,1041.71
INF336L01AZ3,OTSEDNOR,DP,OMF,9,37.55
INF336L01BA4,OTSEGNOR,GR,OMF,9,93.59
INF109KC1NF2,P3216P,DP,OMF,9,10.07
INF109KC1NA3,P9418P,DP,OMF,9,10.09
INF178L01BO1,PB208G,GR,OMF,9,3563.31
INF178L01BP8,PB208MD,DR,OMF,9,1160.79
INF178L01BQ6,PB208MP,DP,OMF,9,1160.79
INF959L01DJ0,PLFEHDP,DP,OMF,9,20.41
INF959L01DK8,PLFEHDP,DR,OMF,9,20.41
INF959L01CX3,PLFEHGD,GR,OMF,9,22.93
INF959L01DI2,PLFEHGP,GR,OMF,9,20.41
INF959L01676,PLFIPGD,GR,OMF,9,31.62
INF959L01130,PLFIPGP,GR,OMF,9,26.3
INF959L01114,PLFIPQD,DP,OMF,9,16.18
INF205K01SR1,RMFGLDRG,GR,GMF,10,2724.84
INF959L01122,PLFIPQD,DR,OMF,9,16.18
INF959L01CG8,PLFLADP,DP,OMF,9,29.56
INF959L01CD5,PLFLAGD,GR,OMF,9,34.55
INF959L01CF0,PLFLAGP,GR,OMF,9,29.57
INF959L01CV7,PLFMCAD,DP,OMF,9,37.17
INF959L01CW5,PLFMCAD,DR,OMF,9,37.17
INF959L01CL8,PLFMCDP,DP,OMF,9,36.13
INF959L01CM6,PLFMCDP,DR,OMF,9,36.13
INF959L01CH6,PLFMCGD,GR,OMF,9,42.6
INF959L01CK0,PLFMCGP,GR,OMF,9,36.14
INF959L01EF6,PLFMFDP,DP,OMF,9,23.58
INF959L01EG4,PLFMFDP,DR,OMF,9,23.58
INF959L01DT9,PLFMFGD,GR,OMF,9,26.71
INF205K01HG7,RMFLFRG,GR,GMF,10,3039.28
INF205K01HM5,RMFLFSIG,GR,GMF,10,3419.44
INF959L01EE9,PLFMFGP,GR,OMF,9,23.58
INF879O01027,PLTVFDP,GR,OMF,9,87.76
INF204KB1R49,RMFONADDR,DR,GMF,10,100.01
INF204KB1R31,RMFONADGP,GR,GMF,5,133.21
INF204KB1Q65,RMFONDGP,GR,GMF,5,132.47
INF879O01019,PLTVFRPA,GR,OMF,9,80.94
INF173K01NB6,PMFAFRG,GR,OMF,9,13.8
INF173K01NF7,PMFAFZG,GR,OMF,9,14.47
INF173K01AD9,PMFDYDP,DP,OMF,9,42.64
INF173K01AE7,PMFDYDP,DR,OMF,9,42.64
INF173K01AC1,PMFDYGP,GR,OMF,9,141.53
INF173K01EV3,PMFDYZG,GR,OMF,9,153.04
INF173K01ES9,PMFDYZP,DP,OMF,9,70.73
INF173K01ET7,PMFDYZP,DR,OMF,9,70.73
INF173K01DG6,PMFFFIG,GR,OMF,9,3291.25
INF173K01DJ0,PMFFFIM,DP,OMF,9,1091.96
INF173K01DK8,PMFFFIM,DR,OMF,9,1091.96
INF173K01FS6,PMFFFZG,GR,OMF,9,3509.95
INF173K01957,PMFGFDP,DP,OMF,9,70.34
INF173K01965,PMFGFDP,DR,OMF,9,70.34
INF173K01940,PMFGFGP,GR,OMF,9,383.83
INF173K01FQ0,PMFGFZG,GR,OMF,9,423.92
INF173K01FN7,PMFGFZP,DP,OMF,9,94.11
INF173K01FO5,PMFGFZP,DR,OMF,9,94.11
INF173K01BA3,PMFISIG,GR,OMF,9,41.93
INF173K01BB1,PMFISIM,DP,OMF,9,12.93
INF173K01BC9,PMFISIM,DR,OMF,9,12.93
INF173K01GP0,PMFISZG,GR,OMF,9,45.18
INF173K01197,PMFLCDP,DP,OMF,9,44.77
INF173K01205,PMFLCDP,DR,OMF,9,44.77
INF173K01189,PMFLCGP,GR,OMF,9,166.02
INF173K01EK6,PMFLCZG,GR,OMF,9,182.53
INF173K01EM2,PMFLCZP,DP,OMF,9,48.33
INF173K01EL4,PMFLCZP,DR,OMF,9,48.33
INF173K01213,PMFMIGP,GR,OMF,9,68.27
INF173K01247,PMFMIMP,DP,OMF,9,15.81
INF173K01254,PMFMIMP,DR,OMF,9,15.81
INF173K01262,PMFMIQP,DP,OMF,9,17.36
INF173K01270,PMFMIQP,DR,OMF,9,17.36
INF173K01GZ9,PMFMIZG,GR,OMF,9,78.36
INF173K01CU9,PMFMMIG,GR,OMF,9,2568.6
INF173K01CX3,PMFMMIM,DP,OMF,9,1065.93
INF173K01CY1,PMFMMIM,DR,OMF,9,1065.93
INF173K01HI3,PMFMMZG,GR,OMF,9,2777.09
INF173K01551,PMFSADP,DP,OMF,9,16.62
INF173K01569,PMFSADP,DR,OMF,9,16.62
INF173K01585,PMFSAGP,GR,OMF,9,34.79
INF173K01FI7,PMFSAZG,GR,OMF,9,40.37
INF173K01FF3,PMFSAZP,DP,OMF,9,20.09
INF173K01FG1,PMFSAZP,DR,OMF,9,20.09
INF173K01CI4,PMFSBDP,DP,OMF,9,30.45
INF173K01CJ2,PMFSBDP,DR,OMF,9,30.45
INF173K01CL8,PMFSBGP,GR,OMF,9,161.18
INF173K01FE6,PMFSBZG,GR,OMF,9,183.23
INF204KB1Q99,RMFONMDP,DP,GMF,10,100.49
INF204KB1R07,RMFONMDR,DR,GMF,10,100.49
INF173K01FB2,PMFSBZP,DP,OMF,9,46.13
INF173K01FC0,PMFSBZP,DR,OMF,9,46.13
INF173K01361,PMFTFGP,GR,OMF,9,504.16
INF173K01NM3,PMFTFRD,DP,OMF,9,421.08
INF173K01NN1,PMFTFZD,DP,OMF,9,536.29
INF173K01HZ7,PMFTFZG,GR,OMF,9,536.83
INF173K01AH0,PMFXFDP,DP,OMF,9,84.21
INF173K01AI8,PMFXFDP,DR,OMF,9,84.21
INF173K01AG2,PMFXFGP,GR,OMF,9,178.62
INF173K01EZ4,PMFXFZG,GR,OMF,9,187.47
INF173K01EW1,PMFXFZP,DP,OMF,9,88.38
INF173K01EX9,PMFXFZP,DR,OMF,9,88.38
INF879O01225,PPAFDG,GR,OMF,9,10.75
INF879O01217,PPAFRG,GR,OMF,9,10.71
INF879O01159,PPCHFDM,DR,OMF,9,10.98
INF879O01167,PPCHFDMP,DP,OMF,9,10.98
INF879O01175,PPCHFDPG,GR,OMF,9,14.47
INF879O01183,PPCHFRM,DR,OMF,9,11.02
INF879O01191,PPCHFRMP,DP,OMF,9,11.02
INF879O01209,PPCHFRPG,GR,OMF,9,14.32
INF879O01233,PPDAFG,GR,OMF,9,10.83
INF879O01266,PPDAFGZ,GR,OMF,9,10.86
INF879O01258,PPDAFMD,DR,OMF,9,10.39
INF879O01282,PPDFMDZ,DR,OMF,9,10.55
INF879O01100,PPTSFG,GR,OMF,9,32.89
INF879O01092,PPTSFGZ,GR,OMF,9,30.86
INF223J01QO7,PRM2FD1,GR,OMF,9,33.82
INF223J01QL3,PRM2FD2,DR,OMF,9,10.02
INF223J013N7,PRMARD1,GR,OMF,9,18.66
INF663L01AD7,PRMBFG1,GR,OMF,9,2828.54
INF663L01484,PRMBFGPG,GR,OMF,9,2512.32
INF663L01V80,PRMBLDP,DP,OMF,9,12.43
INF663L01V98,PRMBLDP,DR,OMF,9,12.43
INF663L01V49,PRMBLG1,GR,OMF,9,16
INF663L01V72,PRMBLGP,GR,OMF,9,15
INF663L01FG9,PRMDED1,DP,OMF,9,23.48
INF663L01FH7,PRMDED1,DR,OMF,9,23.48
INF663L01FK1,PRMDEDPP,DP,OMF,9,21
INF663L01FL9,PRMDEDPR,DR,OMF,9,21
INF663L01FF1,PRMDEG1,GR,OMF,9,41.51
INF663L01FJ3,PRMDEGP,GR,OMF,9,35.88
INF223J01OO2,PRMFBD1,GR,OMF,9,45.25
INF223J01DB2,PRMFBRG,GR,OMF,9,40.83
INF663L01GR4,PRMFED1,GR,OMF,9,393.82
INF663L01GS2,PRMFED2,DP,OMF,9,30.12
INF663L01GT0,PRMFED2,DR,OMF,9,30.12
INF663L01GU8,PRMFEDPD,DP,OMF,9,21.33
INF200K01UT4,SBILFDG,GR,GMF,10,3928.77
INF200K01LQ9,SBIMICFFLT,GR,GMF,5,3985.02
INF663L01GV6,PRMFEDPR,DR,OMF,9,21.33
INF663L01GW4,PRMFEGP,GR,OMF,9,335.76
INF223J01NF2,PRMGAD1,GR,OMF,9,48.28
INF223J01AU8,PRMGAGRG,GR,OMF,9,42.96
INF223J01NL0,PRMGTD1,GR,OMF,9,17.61
INF223J01AY0,PRMGTGPG,GR,OMF,9,15.57
INF663L01GX2,PRMIOD1,GR,OMF,9,148.95
INF663L01HA8,PRMIODP,DP,OMF,9,16.22
INF663L01HB6,PRMIODPR,DR,OMF,9,16.22
INF663L01HC4,PRMIOGPG,GR,OMF,9,126.23
INF663L01X96,PRMLMDP,DP,OMF,9,12.13
INF663L01Y04,PRMLMDP,DR,OMF,9,12.13
INF663L01Y12,PRMLMG1,GR,OMF,9,12.27
INF663L01X88,PRMLMGP,GR,OMF,9,12.13
INF223J01QD0,PRMMAD1,GR,OMF,9,53.16
INF223J01FB7,PRMMARG,GR,OMF,9,47.21
INF223J01FC5,PRMMARM,DP,OMF,9,12.9
INF223J01FD3,PRMMARM,DR,OMF,9,12.9
INF663L01DW1,PRMMOD1,DP,OMF,9,61.73
INF663L01DX9,PRMMOD1,DR,OMF,9,61.73
INF663L01EB3,PRMMODP,DR,OMF,9,27.84
INF663L01EA5,PRMMODPP,DP,OMF,9,27.84
INF663L01DV3,PRMMOG1,GR,OMF,9,74.47
INF200K01TK5,SBIOFDG,GR,GMF,5,4035.23
INF200K01MA1,SBIPLF,GR,GMF,10,3891.49
INF663L01DZ4,PRMMOGP,GR,OMF,9,64.91
INF663L01W48,PRMSCDP,DP,OMF,9,16.29
INF663L01W55,PRMSCDP,DR,OMF,9,16.29
INF663L01W06,PRMSCG1,GR,OMF,9,17.7
INF663L01W30,PRMSCGP,GR,OMF,9,16.74
INF663L01FO3,PRMTFD1,DP,OMF,9,20.58
INF200K01SZ5,SBISGDG,GR,GMF,10,42.13
INF200KA19P6,SCIGI663G,GR,GMF,10,12.04
INF200KA15Q2,SCIGI664G,GR,GMF,10,11.76
INF200KA12Q9,SCIGID663G,GR,GMF,10,12.1
INF663L01FR6,PRMTFDP,DP,OMF,9,19.61
INF663L01FN5,PRMTFG1,GR,OMF,9,38.76
INF663L01FQ8,PRMTFGP,GR,OMF,9,34.26
INF109KC18L6,PRU3509,GR,OMF,9,17.7
INF109KC11M9,PRU9711,GR,OMF,9,17.92
INF082J01382,QMF,GR,OMF,9,25.87
INF082J01390,QMF1,GR,OMF,9,24.77
INF082J01176,QMFDBGPG,GR,OMF,9,20.64
INF082J01218,QMFDBRGG,GR,OMF,9,20.38
INF082J01259,QMFEFRDD,DP,OMF,9,126.93
INF082J01267,QMFEFRDR,DR,OMF,9,126.93
INF200KA18Q6,SCIGID664G,GR,GMF,10,11.82
INF082J01242,QMFEFRGG,GR,OMF,9,126.21
INF082J01275,QMFFERGG,GR,OMF,9,83.15
INF082J01341,QMFMARGG,GR,OMF,9,31.82
INF082J01358,QMFQSRGG,GR,OMF,9,29.42
INF082J01374,QMFTSRDD,DP,OMF,9,125.28
INF082J01366,QMFTSRGG,GR,OMF,9,125.28
INF082J01044,QUANTEFDPD,DP,OMF,9,131.99
INF082J01051,QUANTEFDPR,DR,OMF,9,131.99
INF082J01036,QUANTEFGPG,GR,OMF,9,130.88
INF082J01101,QUANTFFDPD,DP,OMF,9,84.46
INF082J01119,QUANTFFDPR,DR,OMF,9,84.46
INF082J01093,QUANTFFGPG,GR,OMF,9,84.46
INF082J01168,QUANTMAGPG,GR,OMF,9,32.47
INF082J01150,QUANTQSGPG,GR,OMF,9,29.71
INF082J01077,QUANTTSDPD,DP,OMF,9,130.22
INF082J01069,QUANTTSGPG,GR,OMF,9,130.22
INF204KA1U53,RBAPSUDGR,GR,OMF,9,20.31
INF204KA1T72,RBAPSUDP,DP,OMF,9,19.62
INF204KA1T80,RBAPSUDR,DR,OMF,9,19.62
INF204KA1T56,RBAPSUGR,GR,OMF,9,19.62
INF204KA1U38,RBAPSUMDP,DP,OMF,9,10.7
INF204KA1U46,RBAPSUMDR,DR,OMF,9,10.7
INF204KA1SI1,REJAPEQDGR,GR,OMF,9,20.81
INF204K01XG7,REL200DPDP,DP,OMF,9,43.26
INF204K01XH5,REL200DPDP,DR,OMF,9,43.26
INF204K01XI3,REL200DPGP,GR,OMF,9,98.6
INF204KA1MV7,RELABDPMDP,DP,OMF,9,14.27
INF204KA1MW5,RELABDPMDR,DR,OMF,9,14.27
INF204KA1MT1,RELABRDMDP,DP,OMF,9,13.22
INF204KA1MU9,RELABRDMDR,DR,OMF,9,13.22
INF204K01YA8,RELABTDPDP,DP,OMF,9,16.79
INF204K01YB6,RELABTDPDP,DR,OMF,9,16.79
INF204K01XZ7,RELABTDPGL,GR,OMF,9,27.26
INF204K01IZ8,RELABTGADP,DP,OMF,9,15.19
INF204K01JA9,RELABTGADR,DR,OMF,9,15.19
INF204K01IY1,RELABTGAGF,GR,OMF,9,25.35
INF204K01XM5,RELBANDPDP,DP,OMF,9,105.64
INF204K01XN3,RELBANDPDP,DR,OMF,9,105.64
INF204K01XO1,RELBANDPGP,GR,OMF,9,628.71
INF204K01919,RELBANKGBP,GR,OMF,9,578.97
INF204K01893,RELBANKGDP,DP,OMF,9,72.01
INF204K01901,RELBANKGDR,DR,OMF,9,72.01
INF204K01927,RELBANKGGP,GR,OMF,9,578.97
INF204K01YH3,RELCASDPGP,GR,OMF,9,4205.56
INF204K01YI1,RELCASDPMD,DP,OMF,9,1030.45
INF204K01YJ9,RELCASDPMD,DR,OMF,9,1030.45
INF204KA1QB0,RELCBFDPDP,DP,OMF,9,12.5
INF204KA1QF1,RELCBFDPGP,GR,OMF,9,15.76
INF204KA1PZ1,RELCBFGRGR,GR,OMF,9,14.61
INF204KA1QD6,RELCBFQDDR,DR,OMF,9,12.5
INF204K01I76,RELDIVDPDP,DP,OMF,9,85.21
INF204K01I84,RELDIVDPDP,DR,OMF,9,85.21
INF204K01I92,RELDIVDPGP,GR,OMF,9,394.63
INF205K01FB2,RELDPGOFOF,DP,OMF,9,22.14
INF205K01FC0,RELDRGOFOF,DR,OMF,9,22.14
INF204K01FJ8,RELDYNBFDP,DP,OMF,9,23.66
INF204K01FK6,RELDYNBFDR,DR,OMF,9,23.66
INF204K01FI0,RELDYNBFGP,GR,OMF,9,35.18
INF204K01XB8,RELDYNBQDP,DP,OMF,9,10.34
INF204K01XC6,RELDYNBQDR,DR,OMF,9,10.34
INF204K01A25,RELDYNDPGP,GR,OMF,9,37.63
INF204K01554,RELEQADVBP,GR,OMF,9,88.97
INF204K01539,RELEQADVDP,DP,OMF,9,28.55
INF204K01547,RELEQADVDR,DR,OMF,9,28.55
INF204K01562,RELEQADVGP,GR,OMF,9,88.97
INF204K01471,RELEQOPPBP,GR,OMF,9,302.21
INF204K01455,RELEQOPPDP,DP,OMF,9,69.7
INF204K01463,RELEQOPPDR,DR,OMF,9,69.7
INF204K01489,RELEQOPPGP,GR,OMF,9,302.21
INF204K01CH9,RELFLRFMDP,DP,OMF,9,11.17
INF204K01CK3,RELFLRFMDR,DR,OMF,9,11.17
INF204K01CG1,RELFLRTFGP,GR,OMF,9,42.67
INF204K01E05,RELFSHDPGP,GR,OMF,9,44.81
INF204K01KO8,RELGLDSFDP,DP,OMF,9,29.83
INF204K01KP5,RELGLDSFDR,DR,OMF,9,29.83
INF204K01KN0,RELGLDSFGP,GR,OMF,9,29.83
INF204K01YD2,RELGOLDPDP,DP,OMF,9,31.14
INF204K01YE0,RELGOLDPDP,DR,OMF,9,31.14
INF204K01YC4,RELGOLDPGP,GR,OMF,9,31.14
INF205K01FA4,RELGPGOFOF,GR,OMF,9,22.13
INF205K01JV2,RELGRBKDBT,GR,OMF,9,2146.09
INF204K01E39,RELGRODPDP,DP,OMF,9,205.27
INF204K01E47,RELGRODPDP,DR,OMF,9,205.27
INF204K01E54,RELGRODPGP,GR,OMF,9,4547.99
INF204K01315,RELGROWTBP,GR,OMF,9,695.42
INF204K01299,RELGROWTDP,DP,OMF,9,131.59
INF204K01307,RELGROWTDR,DR,OMF,9,131.59
INF204K01323,RELGROWTGP,GR,OMF,9,4177.44
INF204K013R8,RELGSBDPQD,DP,OMF,9,25.44
INF204K014R6,RELGSBDRQD,DR,OMF,9,25.44
INF205K01122,RELIGAREAF,GR,OMF,9,30.43
INF205K01148,RELIGAREAF,DP,OMF,9,16.24
INF205K01130,RELIGAREAF,DR,OMF,9,16.24
INF205K01171,RELIGAREBF,DP,OMF,9,65.16
INF205K01155,RELIGAREBF,GR,OMF,9,127.78
INF205K01163,RELIGAREBF,DR,OMF,9,65.16
INF205K01304,RELIGAREBL,GR,OMF,9,69.67
INF090I01CS3,SFLDP,DP,GMF,10,10.63
INF205K01320,RELIGAREBL,DP,OMF,9,32.17
INF205K01312,RELIGAREBL,DR,OMF,9,32.17
INF205K01205,RELIGARECF,DP,OMF,9,56.31
INF205K01189,RELIGARECF,GR,OMF,9,137.95
INF205K01197,RELIGARECF,DR,OMF,9,56.31
INF205K01239,RELIGAREEF,DP,OMF,9,21.42
INF205K01213,RELIGAREEF,GR,OMF,9,53.01
INF205K01221,RELIGAREEF,DR,OMF,9,21.42
INF205K01262,RELIGAREGF,DP,OMF,9,47.55
INF205K01247,RELIGAREGF,GR,OMF,9,95.99
INF090I01CT1,SFLDR,DR,GMF,10,10.63
INF090I01CU9,SFLGP,GR,GMF,10,55.82
INF903JA1FR6,SMMDG,GR,GMF,10,14.3
INF903JA1FJ3,SMMRG,GR,GMF,10,14.22
INF903JA1HG5,SODGGR,GR,GMF,5,1317.92
INF205K01254,RELIGAREGF,DR,OMF,9,47.55
INF205K01CE3,RELIGAREIN,DP,OMF,9.29,48.55
INF205K01CD5,RELIGAREIN,GR,OMF,9.29,67.45
INF205K01CF0,RELIGAREIN,DR,OMF,9.29,48.55
INF205K01BC9,RELIGAREMC,GR,OMF,9,169.01
INF205K01BD7,RELIGAREMC,DP,OMF,9,63.9
INF205K01BE5,RELIGAREMC,DR,OMF,9,63.9
INF680P01232,SOF201,GR,GMF,5,11.45
INF205K01DO0,RELIGAREMS,DP,OMF,9,124.61
INF205K01DN2,RELIGAREMS,GR,OMF,9,137.43
INF205K01DP7,RELIGAREMS,DR,OMF,9,124.61
INF205K01338,RELIGAREPS,GR,OMF,11.72,64.94
INF205K01353,RELIGAREPS,DP,OMF,11.72,47.31
INF205K01346,RELIGAREPS,DR,OMF,11.72,47.31
INF205K01296,RELIGARETP,DP,OMF,9,28.14
INF205K01270,RELIGARETP,GR,OMF,9,129.3
INF205K01288,RELIGARETP,DR,OMF,9,28.14
INF205K01TM0,RELIGARMTG,GR,OMF,9,2563.9
INF204K01XS2,RELINCDPGP,GR,OMF,9,95.13
INF204K01CT4,RELINCOADP,DP,OMF,9,13.35
INF204K01CU2,RELINCOADR,DR,OMF,9,13.35
INF204K01CM9,RELINCOMBP,GR,OMF,9,24.6
INF204K01CN7,RELINCOMDP,DP,OMF,9,10.79
INF204K01CO5,RELINCOMDR,DR,OMF,9,10.79
INF204K01CL1,RELINCOMGP,GR,OMF,9,85.58
INF204K01CP2,RELINCOQDP,DP,OMF,9,13.1
INF680P01323,SOF201D,GR,GMF,5,11.47
INF680P01331,SOF202D,DR,GMF,10,10
INF204K01CQ0,RELINCOQDR,DR,OMF,9,13.1
INF204KA1SH3,RELJAPEQGR,GR,OMF,9,18.8
INF204K01UC2,RELLIQCDDR,DR,OMF,9,1114.15
INF204K01UF5,RELLIQCMDP,DP,OMF,9,1020.5
INF204K01UG3,RELLIQCMDR,DR,OMF,9,1020.5
INF204K01UE8,RELLIQCPGP,GR,OMF,9,3833.38
INF204K01UD0,RELLIQCWDR,DR,OMF,9,1092.73
INF903JA1GZ7,SORGGR,GR,GMF,5,1310.61
INF204K01GF4,RELLNGEQDP,DP,OMF,9,37.86
INF204K01GG2,RELLNGEQDR,DR,OMF,9,37.86
INF204K01GE7,RELLNGEQGP,GR,OMF,9,120.64
INF204K01F79,RELLTEDPDP,DP,OMF,9,51.66
INF204K01F87,RELLTEDPDP,DR,OMF,9,51.66
INF204K01F95,RELLTEDPGP,GR,OMF,9,132.05
INF277K01YD8,TATAFRSIG,GR,GMF,10,3918.12
INF277K01DN1,TATAGFD,DP,GMF,10,20.61
INF204K01G37,RELMEDDPDP,DP,OMF,9,65.26
INF204K01G45,RELMEDDPDP,DR,OMF,9,65.26
INF204K01G52,RELMEDDPGP,GR,OMF,9,230.16
INF204K01AN1,RELMEDIADP,DP,OMF,9,43.69
INF204K01AO9,RELMEDIADR,DR,OMF,9,43.69
INF204K01AQ4,RELMEDIAGP,GR,OMF,9,207.07
INF204K01EF9,RELMEDIUGP,GR,OMF,9,56.6
INF204K01YV4,RELMIPDPGP,GR,OMF,9,59.88
INF204K01YW2,RELMIPDPMD,DP,OMF,9,11.63
INF204K01YX0,RELMIPDPMD,DR,OMF,9,11.63
INF204K01G03,RELMMFDPBP,GR,OMF,9,2179.95
INF204K01ZU3,RELMMFDPGP,GR,OMF,9,3752.74
INF204K01ZX7,RELMMFDPMD,DP,OMF,9,1041.79
INF204K01ZY5,RELMMFDPMD,DR,OMF,9,1041.79
INF204K01ZZ2,RELMMFDPQD,DP,OMF,9,1019.91
INF204K01A09,RELMMFDPQD,DR,OMF,9,1019.91
INF204K01EX2,RELMMGRDDR,DR,OMF,9,1011.55
INF204K01EN3,RELMMGRGP,GR,OMF,9,3378.07
INF204K01OO0,RELMMGRWDP,DP,OMF,9,1011.81
INF204K01EY0,RELMMGRWDR,DR,OMF,9,1011.81
INF204K01EW4,RELMMIGPB,GR,OMF,9,2063.01
INF204K01EV6,RELMMIGPG,GR,OMF,9,3553.16
INF204K01EZ7,RELMMIMDP,DP,OMF,9,1033.87
INF204K01FA7,RELMMIMDR,DR,OMF,9,1033.87
INF204K01C15,RELMTFDPGP,GR,OMF,9,59.24
INF204K01C72,RELMTFDPQD,DP,OMF,9,12.13
INF204K01C80,RELMTFDPQD,DR,OMF,9,12.13
