Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18102024,1124899511,0002515
Trade Date <18-OCT-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,573,CHAVDA,SM,29000,19000,65.52
20,574,CHEMBOND,EQ,8918,3768,42.25
20,575,CHEMCON,EQ,36574,22135,60.52
20,576,CHEMFAB,EQ,14299,5653,39.53
20,577,CHEMPLASTS,EQ,162998,62795,38.53
20,578,CHENNPETRO,EQ,581318,172350,29.65
20,579,CHETANA,SM,9600,9600,100.00
20,580,CHEVIOT,EQ,2935,2052,69.91
20,581,CHOICEIN,EQ,695849,194536,27.96
20,582,CHOLAFIN,EQ,847463,476182,56.19
20,583,CHOLAHLDNG,EQ,220769,185040,83.82
20,584,CIEINDIA,EQ,138589,63111,45.54
20,585,CIGNITITEC,EQ,105778,65844,62.25
20,586,CINELINE,EQ,18086,9702,53.64
20,587,CINEVISTA,EQ,21370,9370,43.85
20,588,CIPLA,EQ,1879293,1232063,65.56
20,589,CLEAN,EQ,148226,57309,38.66
20,590,CLOUD,ST,122000,107000,87.70
20,591,CLSEL,EQ,98998,49835,50.34
20,592,CLSL,SM,4000,4000,100.00
20,593,CMMIPL,ST,33000,33000,100.00
20,594,CMNL,ST,76500,73500,96.08
20,595,CMRSL,SM,32000,24000,75.00
20,596,CMSINFO,EQ,681480,462928,67.93
20,597,COALINDIA,EQ,4573163,2437628,53.30
20,598,COASTCORP,EQ,15592,8369,53.67
20,599,COFORGE,EQ,291745,150234,51.49
20,600,COLPAL,EQ,254765,119512,46.91
20,601,COMMOIETF,EQ,124466,69201,55.60
20,602,COMPUSOFT,EQ,90738,45425,50.06
20,603,COMSYN,EQ,260980,23934,9.17
20,604,CONCOR,EQ,1432195,874735,61.08
20,605,CONCORDBIO,EQ,78649,26547,33.75
20,606,CONFIPET,EQ,504720,204467,40.51
20,607,CONS,EQ,21280,17983,84.51
20,608,CONSOFINVT,EQ,12137,8039,66.24
20,609,CONSUMBEES,EQ,1028818,743235,72.24
20,610,CONSUMIETF,EQ,74122,34355,46.35
20,611,CONTI,ST,3333,3333,100.00
20,612,CONTROLPR,EQ,14255,7539,52.89
20,613,COOLCAPS,ST,27750,26000,93.69
20,614,CORDSCABLE,EQ,17137,9741,56.84
20,615,COROMANDEL,EQ,119351,42411,35.53
20,616,COSMOFIRST,EQ,41573,15109,36.34
20,617,COUNCODOS,EQ,50364,33920,67.35
20,618,CPS,ST,6000,6000,100.00
20,619,CPSEETF,EQ,5801011,4939809,85.15
20,620,CRAFTSMAN,EQ,36512,26340,72.14
20,621,CRAYONS,SM,23000,20000,86.96
20,622,CREATIVE,EQ,10825,5710,52.75
20,623,CREATIVEYE,EQ,363453,230721,63.48
20,624,CREDITACC,EQ,218862,116578,53.27
20,625,CREST,EQ,67275,28861,42.90
20,626,CRISIL,EQ,73782,34285,46.47
20,627,CROMPTON,EQ,4268676,2725754,63.85
20,628,CSBBANK,EQ,188300,87792,46.62
20,629,CSLFINANCE,EQ,23998,12827,53.45
20,630,CUB,EQ,1674478,822414,49.11
20,631,CUBEXTUB,EQ,96930,81873,84.47
20,632,CUMMINSIND,EQ,200159,86992,43.46
20,633,CYBERMEDIA,EQ,136109,43192,31.73
20,634,CYIENT,EQ,256135,190678,74.44
20,635,CYIENTDLM,EQ,136760,64556,47.20
20,636,DABUR,EQ,2159572,1429030,66.17
20,637,DALBHARAT,EQ,101253,38400,37.92
20,638,DALMIASUG,EQ,92869,27640,29.76
20,639,DAMODARIND,EQ,76803,20167,26.26
20,640,DANGEE,EQ,468868,256603,54.73
20,641,DATAMATICS,EQ,83556,47650,57.03
20,642,DATAPATTNS,EQ,136538,38724,28.36
20,643,DAVANGERE,EQ,1927594,962604,49.94
20,644,DBCORP,EQ,274924,117744,42.83
20,645,DBL,EQ,135078,42620,31.55
20,646,DBOL,EQ,156187,75740,48.49
20,647,DBREALTY,EQ,2059053,1066040,51.77
20,648,DBSTOCKBRO,EQ,175883,98931,56.25
20,649,DCAL,EQ,889886,338470,38.04
20,650,DCBBANK,EQ,1028919,585743,56.93
20,651,DCG,SM,20400,15600,76.47
20,652,DCMNVL,EQ,55645,7157,12.86
20,653,DCMSHRIRAM,EQ,25678,8603,33.50
20,654,DCMSRIND,EQ,83994,41934,49.92
20,655,DCW,EQ,6039386,1791440,29.66
20,656,DCXINDIA,EQ,354062,238427,67.34
20,657,DECCANCE,EQ,3815,1974,51.74
20,658,DECCANTRAN,SM,52800,45600,86.36
20,659,DEEDEV,EQ,111921,63685,56.90
20,660,DEEM,SM,13000,10000,76.92
20,661,DEEPAKFERT,EQ,379314,126393,33.32
20,662,DEEPAKNTR,EQ,213553,74041,34.67
20,663,DEEPINDS,EQ,157387,66221,42.08
20,664,DELAPLEX,SM,19200,11400,59.38
20,665,DELHIVERY,EQ,1073891,719964,67.04
20,666,DELTACORP,EQ,606643,226233,37.29
20,667,DELTAMAGNT,EQ,27582,6748,24.47
20,668,DEN,EQ,1805628,850772,47.12
20,669,DENEERS,SM,2400,1800,75.00
20,670,DENORA,EQ,2242,1153,51.43
20,671,DENTALKART,SM,29750,20750,69.75
20,672,DESTINY,ST,6000,6000,100.00
20,673,DEVIT,EQ,72224,25441,35.23
20,674,DEVYANI,EQ,676020,280257,41.46
20,675,DHAMPURSUG,EQ,261149,76780,29.40
20,676,DHANBANK,EQ,1359482,474641,34.91
20,677,DHANI,EQ,5002642,1468336,29.35
20,678,DHANUKA,EQ,49565,20366,41.09
20,679,DHARIWAL,SM,3600,3600,100.00
20,680,DHARMAJ,EQ,63316,34237,54.07
20,681,DHTL,ST,1600,1600,100.00
20,682,DHUNINV,EQ,2145,1093,50.96
20,683,DIAMINESQ,EQ,2742,1922,70.09
20,684,DIAMONDYD,EQ,111456,51210,45.95
20,685,DIFFNKG,EQ,3689574,937097,25.40
20,686,DIGIDRIVE,EQ,61684,39394,63.86
20,687,DIGIKORE,SM,25400,14600,57.48
20,688,DIL,EQ,251368,148247,58.98
20,689,DISHTV,EQ,8801002,2378588,27.03
20,690,DIVGIITTS,EQ,19001,8288,43.62
20,691,DIVISLAB,EQ,334347,177290,53.03
20,692,DIVOPPBEES,EQ,81819,57698,70.52
20,693,DIVYADHAN,SM,44000,28000,63.64
20,694,DIXON,EQ,326908,75019,22.95
20,695,DKEGL,SM,7500,6000,80.00
20,696,DLF,EQ,2492488,828281,33.23
20,697,DLINKINDIA,EQ,142793,59111,41.40
20,698,DLSL25,NW,2,2,100.00
20,699,DMART,EQ,1094839,759784,69.40
20,700,DMCC,EQ,8054,5333,66.22
20,701,DODLA,EQ,38905,18041,46.37
20,702,DOLATALGO,EQ,455466,155147,34.06
20,703,DOLLAR,EQ,53678,24847,46.29
20,704,DOLLEX,SM,24000,16000,66.67
20,705,DOMS,EQ,897558,154239,17.18
20,706,DPABHUSHAN,EQ,57774,15943,27.60
20,707,DPEL,SM,189000,105000,55.56
20,708,DPSCLTD,EQ,305581,154746,50.64
20,709,DPWIRES,EQ,11552,5671,49.09
20,710,DRCSYSTEMS,EQ,48644,30647,63.00
20,711,DREAMFOLKS,EQ,86591,37433,43.23
20,712,DREDGECORP,EQ,38049,20747,54.53
20,713,DRONE,ST,57000,53000,92.98
20,714,DRREDDY,EQ,228623,109159,47.75
20,715,DRSDILIP,ST,80000,80000,100.00
20,716,DSSL,EQ,18868,9179,48.65
20,717,DTIL,EQ,10126,4712,46.53
20,718,DUCOL,SM,2400,1600,66.67
20,719,DUCON,EQ,1024222,596254,58.22
20,720,DURLAX,SM,96000,54000,56.25
20,721,DVL,EQ,29637,10858,36.64
20,722,DWARKESH,EQ,669943,258390,38.57
20,723,DYCL,EQ,19659,10250,52.14
20,724,DYNAMATECH,EQ,9687,3213,33.17
20,725,DYNAMIC,ST,21000,20000,95.24
20,726,EASEMYTRIP,EQ,13515259,4351907,32.20
20,727,EBANKNIFTY,EQ,1150,1017,88.43
20,728,EBBETF0425,EQ,24713,21790,88.17
20,729,EBBETF0430,EQ,3708,3090,83.33
20,730,EBBETF0431,EQ,13128,11447,87.20
20,731,EBBETF0433,EQ,3794,3441,90.70
20,732,ECLERX,EQ,45660,19854,43.48
20,733,ECOSMOBLTY,EQ,115205,22352,19.40
20,734,EDELWEISS,EQ,3292907,1289567,39.16
20,735,EFACTOR,SM,39200,31200,79.59
20,736,EFFWA,ST,52800,49600,93.94
20,737,EFORCE,SM,28800,22800,79.17
20,738,EGOLD,EQ,7423,6710,90.39
20,739,EICHERMOT,EQ,778795,279142,35.84
20,740,EIDPARRY,EQ,161502,67575,41.84
20,741,EIHAHOTELS,EQ,15576,7506,48.19
20,742,EIHOTEL,EQ,437426,216726,49.55
20,743,EIMCOELECO,EQ,18055,11470,63.53
20,744,EKC,EQ,791608,259289,32.75
20,745,ELDEHSG,EQ,896,542,60.49
20,746,ELECON,EQ,3580082,983565,27.47
20,747,ELECTCAST,EQ,1444087,773942,53.59
20,748,ELGIEQUIP,EQ,80856,27063,33.47
20,749,ELIN,EQ,290490,140106,48.23
20,750,EMAMILTD,EQ,354043,175417,49.55
20,751,EMAMIPAP,EQ,19496,11385,58.40
20,752,EMAMIREAL,EQ,36525,22348,61.19
20,753,EMBASSY,RR,144304,115098,79.76
20,754,EMBDL,EQ,7954189,3040095,38.22
20,755,EMCURE,EQ,90744,58321,64.27
20,756,EMIL,EQ,721017,456727,63.34
20,757,EMKAYTOOLS,SM,1800,900,50.00
20,758,EMMBI,EQ,35379,13976,39.50
20,759,EMMIL,SM,14000,12000,85.71
20,760,EMSLIMITED,EQ,585452,224830,38.40
20,761,EMUDHRA,EQ,209084,57876,27.68
20,762,ENDURANCE,EQ,110465,59329,53.71
20,763,ENERGYDEV,EQ,59473,38527,64.78
20,764,ENFUSE,SM,6000,6000,100.00
20,765,ENGINERSIN,EQ,5744047,2668528,46.46
20,766,ENIL,EQ,64761,44905,69.34
20,767,ENSER,ST,20000,20000,100.00
20,768,ENTERO,EQ,19245,9258,48.11
20,769,ENVIRO,SM,320000,196000,61.25
20,770,EPIGRAL,EQ,69102,20858,30.18
20,771,EPL,EQ,1463155,734061,50.17
20,772,EQUAL50ADD,EQ,6083,4457,73.27
20,773,EQUITASBNK,EQ,2707263,1438918,53.15
20,774,ERIS,EQ,32440,9535,29.39
20,775,EROSMEDIA,EQ,343996,200114,58.17
20,776,ESABINDIA,EQ,2250,1152,51.20
20,777,ESAFSFB,EQ,928257,326122,35.13
20,778,ESCONET,ST,13600,12800,94.12
20,779,ESCORTS,EQ,194550,50884,26.15
20,780,ESFL,ST,177600,161400,90.88
20,781,ESG,EQ,15098,7989,52.91
20,782,ESILVER,EQ,75858,66005,87.01
20,783,ESPRIT,SM,25600,19200,75.00
20,784,ESSENTIA,EQ,5827365,3071336,52.71
20,785,ESTER,EQ,203544,51939,25.52
20,786,ETHOSLTD,EQ,15231,7375,48.42
20,787,EUREKAFORB,EQ,117602,47996,40.81
20,788,EUROBOND,SM,4000,4000,100.00
20,789,EVEREADY,EQ,146744,67467,45.98
20,790,EVERESTIND,EQ,20563,12860,62.54
20,791,EVINDIA,EQ,544836,374381,68.71
20,792,EXCEL,EQ,10450161,4156836,39.78
20,793,EXCELINDUS,EQ,14139,7269,51.41
20,794,EXCELLENT,SM,6400,6400,100.00
20,795,EXICOM,EQ,308003,152625,49.55
20,796,EXIDEIND,EQ,2540669,536745,21.13
20,797,EXPLEOSOL,EQ,6864,3995,58.20
20,798,EXXARO,EQ,398705,146131,36.65
20,799,FACT,EQ,103916,24452,23.53
20,800,FAIRCHEMOR,EQ,15007,10658,71.02
20,801,FALCONTECH,SM,10800,6000,55.56
20,802,FAZE3Q,EQ,8084,4621,57.16
20,803,FCL,EQ,248920,98054,39.39
20,804,FCSSOFT,EQ,2419942,1135757,46.93
20,805,FDC,EQ,96273,31621,32.85
20,806,FEDERALBNK,EQ,7308007,2483041,33.98
20,807,FEDFINA,EQ,201742,105681,52.38
20,808,FELIX,ST,30500,27500,90.16
20,809,FIDEL,SM,4000,4000,100.00
20,810,FIEMIND,EQ,61976,25540,41.21
20,811,FILATEX,EQ,748127,290627,38.85
20,812,FINCABLES,EQ,87628,39629,45.22
20,813,FINEORG,EQ,16077,7080,44.04
20,814,FINIETF,EQ,165477,81096,49.01
20,815,FINOPB,EQ,244889,89753,36.65
20,816,FINPIPE,EQ,5904539,3645944,61.75
20,817,FIRSTCRY,EQ,450511,137446,30.51
20,818,FIVESTAR,EQ,1664708,819721,49.24
20,819,FLAIR,EQ,57675,27178,47.12
20,820,FLUOROCHEM,EQ,203611,95008,46.66
20,821,FMCGIETF,EQ,832495,691965,83.12
20,822,FMGOETZE,EQ,40394,30388,75.23
20,823,FOCE,ST,200,200,100.00
20,824,FOODSIN,EQ,106078,66220,62.43
20,825,FORCAS,SM,41600,35200,84.62
20,826,FORCEMOT,EQ,14336,5735,40.00
20,827,FORGEAUTO,SM,85200,70800,83.10
20,828,FORTIS,EQ,976974,485216,49.67
20,829,FOSECOIND,EQ,2359,1031,43.70
20,830,FROG,SM,263200,149600,56.84
20,831,FSL,EQ,2823953,557836,19.75
20,832,FUSION,EQ,386305,230554,59.68
20,833,GABRIEL,EQ,269094,113564,42.20
20,834,GAEL,EQ,782820,245685,31.38
20,835,GAIL,EQ,10150771,3938377,38.80
20,836,GAJANAND,ST,30000,30000,100.00
20,837,GALAPREC,EQ,142144,36453,25.65
20,838,GALAXYSURF,EQ,8937,3151,35.26
20,839,GANDHAR,EQ,1394718,456307,32.72
20,840,GANDHITUBE,EQ,2254,1349,59.85
20,841,GANECOS,EQ,91608,26737,29.19
20,842,GANESHBE,EQ,125301,58182,46.43
20,843,GANESHHOUC,EQ,323961,157413,48.59
20,844,GANGAFORGE,EQ,1332820,515665,38.69
20,845,GANGESSECU,EQ,46016,25716,55.88
20,846,GARFIBRES,EQ,20860,6158,29.52
20,847,GARUDA,EQ,5102719,1582547,31.01
20,848,GATEWAY,EQ,651395,285198,43.78
20,849,GEECEE,EQ,15141,7351,48.55
20,850,GENCON,EQ,72195,44515,61.66
20,851,GENESYS,EQ,230297,133144,57.81
20,852,GENSOL,EQ,94695,31083,32.82
20,853,GENUSPAPER,EQ,451781,193031,42.73
20,854,GENUSPOWER,EQ,1682954,863867,51.33
20,855,GEOJITFSL,EQ,1956976,807364,41.26
20,856,GEPIL,EQ,79499,46591,58.61
20,857,GESHIP,EQ,442406,248032,56.06
20,858,GFLLIMITED,EQ,1875807,796137,42.44
20,859,GGBL,SM,134400,69000,51.34
20,860,GHCL,EQ,179750,84790,47.17
20,861,GHCLTEXTIL,EQ,224218,122501,54.63
20,862,GICHSGFIN,EQ,200115,73583,36.77
20,863,GICL,SM,78000,78000,100.00
20,864,GICRE,EQ,319987,98850,30.89
20,865,GILLANDERS,EQ,5638,3894,69.07
20,866,GILLETTE,EQ,10449,4306,41.21
20,867,GILT5YBEES,EQ,154732,96517,62.38
20,868,GINNIFILA,EQ,727596,277476,38.14
20,869,GIPCL,EQ,330732,152012,45.96
20,870,GKWLIMITED,EQ,1121,708,63.16
20,871,GLAND,EQ,406250,263199,64.79
20,872,GLAXO,EQ,128125,62032,48.42
20,873,GLENMARK,EQ,389351,150213,38.58
20,874,GLOBAL,EQ,105645,66009,62.48
20,875,GLOBALPET,SM,28500,24000,84.21
20,876,GLOBUSSPR,EQ,80191,25271,31.51
20,877,GLOSTERLTD,EQ,1600,1120,70.00
20,878,GLS,EQ,106844,45546,42.63
20,879,GMBREW,EQ,47428,16012,33.76
20,880,GMDCLTD,EQ,1329903,412399,31.01
20,881,GMMPFAUDLR,EQ,120137,68769,57.24
20,882,GMRINFRA,EQ,11983548,4258740,35.54
20,883,GMRP&UI,EQ,1610566,830869,51.59
20,884,GNA,EQ,301209,56768,18.85
20,885,GNFC,EQ,326761,104997,32.13
20,886,GOACARBON,EQ,31942,8798,27.54
20,887,GOCLCORP,EQ,45984,24687,53.69
20,888,GOCOLORS,EQ,14167,6948,49.04
20,889,GODFRYPHLP,EQ,38860,14358,36.95
20,890,GODHA,EQ,2118995,1029721,48.59
20,891,GODIGIT,EQ,1632169,721830,44.23
20,892,GODREJAGRO,EQ,127682,47873,37.49
20,893,GODREJCP,EQ,658127,395485,60.09
20,894,GODREJIND,EQ,80411,26732,33.24
20,895,GODREJPROP,EQ,606394,164025,27.05
20,896,GOKEX,EQ,73961,39946,54.01
20,897,GOKUL,EQ,84387,34969,41.44
20,898,GOKULAGRO,EQ,135715,73140,53.89
20,899,GOLD1,EQ,859116,733668,85.40
20,900,GOLDBEES,EQ,10809828,8442909,78.10
20,901,GOLDCASE,EQ,1028321,615773,59.88
20,902,GOLDETF,EQ,293487,174584,59.49
20,903,GOLDETFADD,EQ,44569,30113,67.56
20,904,GOLDIAM,EQ,1188698,366994,30.87
20,905,GOLDIETF,EQ,2449692,2189897,89.39
20,906,GOLDSHARE,EQ,253392,214595,84.69
20,907,GOLDSTAR,SM,135000,78750,58.33
20,908,GOODLUCK,EQ,94771,44856,47.33
20,909,GOPAL,EQ,1100822,429778,39.04
20,910,GOYALALUM,EQ,198873,103890,52.24
20,911,GOYALSALT,SM,16200,11400,70.37
20,912,GPECO,SM,25200,16800,66.67
20,913,GPIL,EQ,1522256,640161,42.05
20,914,GPPL,EQ,1085826,371400,34.20
20,915,GPTHEALTH,EQ,107644,61658,57.28
20,916,GPTINFRA,EQ,96648,59944,62.02
20,917,GRANULES,EQ,1710223,485745,28.40
20,918,GRAPHISAD,ST,7200,7200,100.00
20,919,GRAPHITE,EQ,669207,157311,23.51
20,920,GRASIM,EQ,345996,147511,42.63
20,921,GRASIMPP1,E1,60019,56098,93.47
20,922,GRAVITA,EQ,180737,60641,33.55
20,923,GRCL,ST,500,500,100.00
20,924,GREAVESCOT,EQ,6065712,1843380,30.39
20,925,GREENCHEF,SM,26400,24000,90.91
20,926,GREENLAM,EQ,11277,5116,45.37
20,927,GREENPANEL,EQ,135138,56563,41.86
20,928,GREENPLY,EQ,241549,85587,35.43
20,929,GREENPOWER,EQ,5710220,1915870,33.55
20,930,GRINDWELL,EQ,163086,148299,90.93
20,931,GRINFRA,EQ,17614,7028,39.90
20,932,GRMOVER,EQ,91399,42169,46.14
20,933,GROWWDEFNC,EQ,189622,117777,62.11
20,934,GROWWEV,EQ,615069,499958,81.28
20,935,GROWWLIQID,EQ,63484,37104,58.45
20,936,GRSE,EQ,3006209,389526,12.96
20,937,GRWRHITECH,EQ,42908,16537,38.54
20,938,GSEC10ABSL,EQ,151,151,100.00
20,939,GSEC10IETF,EQ,1625,1254,77.17
20,940,GSEC10YEAR,EQ,2827,1827,64.63
20,941,GSEC5IETF,EQ,803,792,98.63
20,942,GSFC,EQ,880128,338413,38.45
20,943,GSLSU,EQ,169527,111293,65.65
20,944,GSMFOILS,ST,40000,40000,100.00
20,945,GSPL,EQ,2539027,1561568,61.50
20,946,GSS,EQ,18937,9051,47.80
20,947,GSTL,SM,8000,7000,87.50
20,948,GTECJAINX,EQ,6382,4534,71.04
20,949,GTL,EQ,2700348,967904,35.84
20,950,GTLINFRA,EQ,44696063,18165514,40.64
20,951,GTPL,EQ,22254,10021,45.03
20,952,GUFICBIO,EQ,161829,69813,43.14
20,953,GUJALKALI,EQ,131360,47756,36.36
20,954,GUJGASLTD,EQ,3149777,916572,29.10
20,955,GUJRAFFIA,EQ,1744,622,35.67
20,956,GULFOILLUB,EQ,49017,19431,39.64
20,957,GULFPETRO,EQ,190052,88948,46.80
20,958,GULPOLY,EQ,136940,51737,37.78
20,959,GVPTECH,EQ,24444,17306,70.80
20,960,HAL,EQ,1369365,497056,36.30
20,961,HAPPSTMNDS,EQ,234601,107100,45.65
20,962,HAPPYFORGE,EQ,23885,12544,52.52
20,963,HARDWYN,EQ,857677,149130,17.39
20,964,HARIOMPIPE,EQ,80049,36022,45.00
20,965,HARSHA,EQ,64827,33678,51.95
20,966,HATHWAY,EQ,2456548,913203,37.17
20,967,HATSUN,EQ,12339,6712,54.40
20,968,HAVELLS,EQ,2638593,1207620,45.77
20,969,HBLPOWER,EQ,792143,344956,43.55
20,970,HCC,EQ,13806776,4234629,30.67
20,971,HCG,EQ,95519,39115,40.95
20,972,HCLTECH,EQ,2366406,1408093,59.50
20,973,HDFCAMC,EQ,343633,152801,44.47
20,974,HDFCBANK,EQ,12404862,8255525,66.55
20,975,HDFCBSE500,EQ,30903,18162,58.77
20,976,HDFCGOLD,EQ,2284643,1860869,81.45
20,977,HDFCGROWTH,EQ,15185,11767,77.49
20,978,HDFCLIFE,EQ,3703858,2025272,54.68
20,979,HDFCLIQUID,EQ,5021,3951,78.69
20,980,HDFCLOWVOL,EQ,30787,27686,89.93
20,981,HDFCMID150,EQ,277950,169661,61.04
20,982,HDFCMOMENT,EQ,235086,127348,54.17
20,983,HDFCNEXT50,EQ,133676,84742,63.39
